,dteday,temp_es,windspeed_es,registered,dia_sem_encoded,laborables_0,laborables_1,weathersit_encoded,month_encoded,year_0,year_1
621,14-09-2019,0.7528266821683373,-1.1179670364166103,6630,3,1,0,3,8,0,1
622,15-09-2019,0.6161889021814841,0.7357628706562555,5554,2,1,0,3,8,0,1
623,16-09-2019,0.4613345733667845,-1.2944867499709176,5167,1,0,1,3,8,0,1
624,17-09-2019,0.46588734419594646,-0.500147393787994,5847,1,0,1,2,8,0,1
625,18-09-2019,0.6981715701735961,2.156029308667936,3702,2,0,1,2,8,0,1
626,19-09-2019,0.31103301538124634,0.31837750002476306,6803,3,0,1,3,8,0,1
627,20-09-2019,0.2791526885547141,-0.9333914987454033,6781,3,0,1,3,8,0,1
628,21-09-2019,0.5660920265271049,-0.4680557157826607,6917,3,1,0,3,8,0,1
629,22-09-2019,0.843920357329972,1.2010986536189978,5883,2,1,0,3,8,0,1
630,23-09-2019,0.18350624256391704,0.42267867948479987,5453,1,0,1,3,8,0,1
631,24-09-2019,0.10152357457180511,-0.620642805615017,6435,1,0,1,3,8,0,1
632,25-09-2019,0.2973692373825612,0.5912406375803664,6693,2,0,1,3,8,0,1
633,26-09-2019,0.7619376893378604,0.6954902019571617,6946,3,0,1,3,8,0,1
634,27-09-2019,0.843920357329972,-0.7246730058880364,6642,3,0,1,2,8,0,1
635,28-09-2019,0.6754022505165866,-0.3396631962197054,6370,3,1,0,2,8,0,1
636,29-09-2019,0.25637790338650523,0.4787584674265692,5966,2,1,0,3,8,0,1
637,30-09-2019,0.16984246456523186,-0.7167242830688626,4874,1,0,1,3,8,0,1
638,01-10-2019,0.13795667222749974,-1.286474798674773,6015,1,0,1,2,7,0,1
639,02-10-2019,0.5205424561906876,-1.1100699286806777,4324,2,0,1,1,7,0,1
640,03-10-2019,0.8849116913260279,-1.5994996325005006,6844,3,0,1,2,7,0,1
641,04-10-2019,0.8849116913260279,-0.9414047404186289,6437,3,0,1,2,7,0,1
642,05-10-2019,0.6526274653483782,-1.0858753584112768,6640,3,1,0,3,7,0,1
643,06-10-2019,0.32014402255076957,1.0003417873516152,4934,2,1,0,3,7,0,1
644,07-10-2019,-0.4359220037172818,-0.6366692889614682,2729,1,0,1,2,7,0,1
645,08-10-2019,-0.6135511177001903,-0.01061704055585028,4604,1,0,1,2,7,0,1
646,09-10-2019,-0.2673984313926971,-0.0026037988826248175,5791,2,0,1,2,7,0,1
647,10-10-2019,0.10152357457180511,-0.034592246721475664,6911,3,0,1,3,7,0,1
648,11-10-2019,-0.3311645505569614,-0.11491822001588742,6736,3,0,1,3,7,0,1
649,12-10-2019,-0.3175007725582763,0.5753819032544493,6222,3,1,0,3,7,0,1
650,13-10-2019,-0.5588960057054492,-0.5724085103259389,4857,2,1,0,3,7,0,1
651,14-10-2019,0.14251490856786106,1.1369540089207615,4559,1,1,0,3,7,0,1
652,15-10-2019,0.36113535654682555,1.3618022152910632,5115,1,0,1,2,7,0,1
653,16-10-2019,-0.14898266574489102,-0.1068533632594202,6612,2,0,1,3,7,0,1
654,17-10-2019,-0.2173015557383173,-1.1501232332759956,6482,3,0,1,3,7,0,1
655,18-10-2019,0.14706767939702298,0.5991893603995401,6501,3,0,1,2,7,0,1
656,19-10-2019,0.3702408982051494,-0.7167758981521037,4671,3,1,0,2,7,0,1
657,20-10-2019,-0.06244176141241777,-0.941520874355922,5284,2,1,0,3,7,0,1
658,21-10-2019,-0.1717519854019,-0.3154686259503044,4692,1,0,1,3,7,0,1
659,22-10-2019,-0.04422521258457069,-1.4067495560209387,6228,1,0,1,3,7,0,1
660,23-10-2019,0.26548891055602847,-1.2381940498107777,6625,2,0,1,3,7,0,1
661,24-10-2019,0.50232590736284,-1.5190652675312823,6898,3,0,1,3,7,0,1
662,25-10-2019,0.2973692373825612,-0.8532848895547673,6484,3,0,1,2,7,0,1
663,26-10-2019,0.2745944522143523,-0.7488675761574374,6262,3,1,0,2,7,0,1
664,27-10-2019,0.18805901339307896,0.5831241657406577,5209,2,1,0,2,7,0,1
665,28-10-2019,-0.09888032457931181,2.6776126285929824,3461,1,0,1,2,7,0,1
666,29-10-2019,-0.3038369945595911,2.1639393201746793,20,1,0,1,1,7,0,1
667,30-10-2019,-0.9696346378571281,0.2904279324495511,1009,2,0,1,2,7,0,1
668,31-10-2019,-0.754741668516205,-0.3075586144435614,5147,3,0,1,2,7,0,1
669,01-11-2019,-0.7091975636909874,-0.4278346621668081,5520,3,0,1,2,6,0,1
670,02-11-2019,-0.7684054465148904,0.9764698113524733,5229,3,1,0,3,6,0,1
671,03-11-2019,-0.8321715656791547,1.0326528294607251,4109,2,1,0,2,6,0,1
672,04-11-2019,-0.9278180116699518,-0.14702280179203137,3906,1,0,1,3,6,0,1
673,05-11-2019,-0.9642511093256463,0.5912922526636074,4881,1,0,1,3,6,0,1
674,06-11-2019,-1.1737660156462866,-0.21921939947592423,5220,2,0,1,3,6,0,1
675,07-11-2019,-1.091783347654175,1.4659485495013755,4709,3,0,1,2,6,0,1
676,08-11-2019,-0.7838509811646043,2.0301917357254298,4975,3,0,1,3,6,0,1
677,09-11-2019,-0.7319668833479963,0.310415873434779,5283,3,1,0,3,6,0,1
678,10-11-2019,-0.5816653253624584,-1.7117624385505221,4446,2,1,0,3,6,0,1
679,11-11-2019,-0.40859444771991144,-0.8129606057724322,4562,1,1,0,3,6,0,1
680,12-11-2019,-0.057888990583255855,-0.2191677843926828,5172,1,0,1,3,6,0,1
681,13-11-2019,-0.8321715656791547,1.9554918065043296,3767,2,0,1,2,6,0,1
682,14-11-2019,-1.1282164453098693,0.11772386392386325,5122,3,0,1,3,6,0,1
683,15-11-2019,-0.9505873313269608,-0.48408219912911193,5125,3,0,1,2,6,0,1
684,16-11-2019,-0.8230605585096316,-0.2513239812520682,5214,3,1,0,3,6,0,1
685,17-11-2019,-0.9323707824991138,-0.13900956011880558,4316,2,1,0,3,6,0,1
686,18-11-2019,-0.8367243365083167,0.478861697593052,3747,1,0,1,3,6,0,1
687,19-11-2019,-0.6272148956988757,0.5750593089841908,5050,1,0,1,2,6,0,1
688,20-11-2019,-0.66364799335457,-1.3907269438057306,5100,2,0,1,2,6,0,1
689,21-11-2019,-0.7775164536844137,-1.1259286630065946,4531,3,0,1,3,6,0,1
690,22-11-2019,-0.8503881145070021,-1.7759586983319995,1470,3,0,1,3,6,0,1
691,23-11-2019,-0.695533785692302,-0.5481623249732962,2307,3,1,0,3,6,0,1
692,24-11-2019,-1.187429793644972,2.404865624974673,1745,2,1,0,3,6,0,1
693,25-11-2019,-1.3650589076278805,-0.5161738771344453,2115,1,0,1,3,6,0,1
694,26-11-2019,-0.9961369016633781,-1.8562304757890076,4750,1,0,1,3,6,0,1
695,27-11-2019,-1.1145526673111843,0.607254217156007,3836,2,0,1,2,6,0,1
696,28-11-2019,-1.0872251113138136,0.26219448191651124,5062,3,1,0,3,6,0,1
697,29-11-2019,-1.1735637917319062,-0.9675219725387717,5080,3,0,1,3,6,0,1
698,30-11-2019,-1.0781195696554897,-1.703697581794055,5306,3,1,0,3,6,0,1
699,01-12-2019,-1.0781195696554897,-1.6877820708765725,4240,2,1,0,2,4,0,1
700,02-12-2019,-0.8093967805109461,-0.8532332744715262,3757,1,0,1,2,4,0,1
701,03-12-2019,-0.23551810456616484,-1.390781139643134,5679,1,0,1,3,4,0,1
702,04-12-2019,-0.10799133174883506,-0.2112706766567501,6055,2,0,1,3,4,0,1
703,05-12-2019,-0.31294800172911436,1.7229013376478202,5398,3,0,1,3,4,0,1
704,06-12-2019,-1.3104037956331394,-0.20320581990028322,5035,3,0,1,3,4,0,1
705,07-12-2019,-0.9551455676673222,-0.7729589162603558,4659,3,1,0,2,4,0,1
706,08-12-2019,-0.6226566593585143,-1.150020003109513,4429,2,1,0,2,4,0,1
707,09-12-2019,-0.608992881359829,-0.4197181903270998,2787,1,0,1,2,4,0,1
708,10-12-2019,-0.32661177972779953,-0.002500568716141979,4841,1,0,1,2,4,0,1
709,11-12-2019,-0.7775164536844137,1.3618022152910632,5219,2,0,1,2,4,0,1
710,12-12-2019,-1.0826723404846517,-0.35568967956615666,5009,3,0,1,2,4,0,1
711,13-12-2019,-1.091783347654175,-0.2112706766567501,5107,3,0,1,3,4,0,1
712,14-12-2019,-1.1692077793059252,-0.7648424444206472,5182,3,1,0,3,4,0,1
713,15-12-2019,-0.9369235533282757,-1.0858753584112768,4280,2,1,0,3,4,0,1
714,16-12-2019,-0.7274141125188345,-1.158239705115704,3248,1,0,1,2,4,0,1
715,17-12-2019,-0.5588960057054492,-1.1902888006773635,4373,1,0,1,2,4,0,1
716,18-12-2019,-0.4632495597146526,0.39875508840241625,5124,2,0,1,3,4,0,1
717,19-12-2019,-0.8913794485030578,-0.08271040807326062,4934,3,0,1,3,4,0,1
718,20-12-2019,-0.9050432265017432,-0.7489191912406788,3814,3,0,1,2,4,0,1
719,21-12-2019,-0.9232597753295902,2.3727610431985284,3402,3,1,0,2,4,0,1
720,22-12-2019,-1.2557486836383984,2.798108040420005,1544,2,1,0,3,4,0,1
721,23-12-2019,-1.3650589076278805,-0.7409188533382636,1379,1,0,1,3,4,0,1
722,24-12-2019,-1.44446731984504,-1.4616280029002646,746,1,0,1,2,4,0,1
723,25-12-2019,-1.1165366478765932,-0.2809897503450565,573,2,1,0,2,4,0,1
724,26-12-2019,-1.3787226856265657,1.6264456508404745,432,3,0,1,1,4,0,1
725,27-12-2019,-1.3195093372914632,2.0598446010476077,1867,3,0,1,2,4,0,1
726,28-12-2019,-1.3240675736318246,-0.4520292324362094,2451,3,1,0,2,4,0,1
727,29-12-2019,-1.3240675736318246,-0.8531816593882848,1182,2,1,0,2,4,0,1
728,30-12-2019,-1.3104037956331394,2.067857842720833,1432,1,0,1,3,4,0,1
729,31-12-2019,-1.529024243612104,-0.4600940891926763,2290,1,0,1,2,4,0,1
